Chrom	Start	End	Overlap_Genes	Middle	pGCE_Count	CenterOfRegion
NC_000962.3	2301000	2302000	pks12	2301500.0	3	2301500.0
NC_000962.3	2302000	2303000	pks12	2302500.0	3	2302500.0
NC_000962.3	2303000	2304000	pks12	2303500.0	0	2303500.0
NC_000962.3	2304000	2305000	pks12	2304500.0	0	2304500.0
NC_000962.3	2305000	2306000	pks12	2305500.0	0	2305500.0
NC_000962.3	2306000	2307000	pks12	2306500.0	0	2306500.0
NC_000962.3	2307000	2308000	Rv2049c,Rv2050	2307500.0	0	2307500.0
NC_000962.3	2308000	2309000	Rv2050,ppm1	2308500.0	0	2308500.0
NC_000962.3	2309000	2310000	ppm1	2309500.0	0	2309500.0
NC_000962.3	2310000	2311000	ppm1,Rv2052c	2310500.0	0	2310500.0
NC_000962.3	2311000	2312000	Rv2052c	2311500.0	0	2311500.0
NC_000962.3	2312000	2313000	Rv2052c,fxsA	2312500.0	0	2312500.0
NC_000962.3	2313000	2314000	fxsA,Rv2054	2313500.0	0	2313500.0
NC_000962.3	2314000	2315000	rpsR2,rpsN2,rpmG1,rpmB2	2314500.0	0	2314500.0
NC_000962.3	2315000	2316000	rpmB2,Rv2059	2315500.0	0	2315500.0
NC_000962.3	2316000	2317000	Rv2059,Rv2060,Rv2061c	2316500.0	0	2316500.0
NC_000962.3	2317000	2318000	Rv2061c,cobN	2317500.0	0	2317500.0
NC_000962.3	2318000	2319000	cobN	2318500.0	0	2318500.0
NC_000962.3	2319000	2320000	cobN	2319500.0	0	2319500.0
NC_000962.3	2320000	2321000	cobN,mazE7	2320500.0	0	2320500.0
NC_000962.3	2321000	2322000	mazE7,mazF7,cobG	2321500.0	0	2321500.0
NC_000962.3	2322000	2323000	cobG,cobH	2322500.0	0	2322500.0
NC_000962.3	2323000	2324000	cobH,cobI	2323500.0	0	2323500.0
NC_000962.3	2324000	2325000	cobI,Rv2067c	2324500.0	0	2324500.0
NC_000962.3	2325000	2326000	Rv2067c,blaC	2325500.0	0	2325500.0
NC_000962.3	2326000	2327000	blaC,sigC	2326500.0	0	2326500.0
NC_000962.3	2327000	2328000	sigC,cobK	2327500.0	0	2327500.0
NC_000962.3	2328000	2329000	cobK,cobM,cobL	2328500.0	0	2328500.0
NC_000962.3	2329000	2330000	cobL	2329500.0	0	2329500.0
NC_000962.3	2330000	2331000	cobL,Rv2073c,Rv2074	2330500.0	0	2330500.0
NC_000962.3	2331000	2332000	Rv2074,Rv2075c	2331500.0	0	2331500.0
NC_000962.3	2332000	2333000	Rv2075c	2332500.0	0	2332500.0
NC_000962.3	2333000	2334000	Rv2076c,Rv2077c	2333500.0	0	2333500.0
NC_000962.3	2334000	2335000	Rv2077c,Rv2077A	2334500.0	0	2334500.0
NC_000962.3	2335000	2336000	Rv2078,Rv2079	2335500.0	0	2335500.0
NC_000962.3	2336000	2337000	Rv2079	2336500.0	0	2336500.0
NC_000962.3	2337000	2338000	Rv2079,lppJ	2337500.0	0	2337500.0
NC_000962.3	2338000	2339000	Rv2081c,Rv2082	2338500.0	4	2338500.0
NC_000962.3	2339000	2340000	Rv2082	2339500.0	1	2339500.0
NC_000962.3	2340000	2341000	Rv2082,Rv2083	2340500.0	0	2340500.0
NC_000962.3	2341000	2342000	Rv2083,Rv2084	2341500.0	0	2341500.0
NC_000962.3	2342000	2343000	Rv2084	2342500.0	0	2342500.0
NC_000962.3	2343000	2344000	Rv2085,Rv2086,Rv2087	2343500.0	0	2343500.0
NC_000962.3	2344000	2345000	Rv2087,pknJ	2344500.0	0	2344500.0
NC_000962.3	2345000	2346000	pknJ	2345500.0	0	2345500.0
NC_000962.3	2346000	2347000	pknJ,pepE	2346500.0	0	2346500.0
NC_000962.3	2347000	2348000	pepE,Rv2090	2347500.0	0	2347500.0
NC_000962.3	2348000	2349000	Rv2090,Rv2091c	2348500.0	0	2348500.0
NC_000962.3	2349000	2350000	Rv2091c,helY	2349500.0	0	2349500.0
NC_000962.3	2350000	2351000	helY	2350500.0	0	2350500.0
NC_000962.3	2351000	2352000	helY	2351500.0	0	2351500.0
NC_000962.3	2352000	2353000	helY,tatC	2352500.0	0	2352500.0
NC_000962.3	2353000	2354000	tatC,tatA,pafC	2353500.0	0	2353500.0
NC_000962.3	2354000	2355000	pafC,pafB	2354500.0	0	2354500.0
NC_000962.3	2355000	2356000	pafB,pafA	2355500.0	0	2355500.0
NC_000962.3	2356000	2357000	pafA,PE_PGRS36	2356500.0	0	2356500.0
NC_000962.3	2357000	2358000	PE_PGRS36	2357500.0	0	2357500.0
NC_000962.3	2358000	2359000	PE_PGRS36,PE21,Rv2100	2358500.0	0	2358500.0
NC_000962.3	2359000	2360000	Rv2100	2359500.0	0	2359500.0
NC_000962.3	2360000	2361000	Rv2100,helZ	2360500.0	0	2360500.0
NC_000962.3	2361000	2362000	helZ	2361500.0	0	2361500.0
NC_000962.3	2362000	2363000	helZ	2362500.0	0	2362500.0
NC_000962.3	2363000	2364000	helZ,Rv2102	2363500.0	0	2363500.0
NC_000962.3	2364000	2365000	Rv2102,vapC37,vapB37	2364500.0	0	2364500.0
NC_000962.3	2365000	2366000	Rv2105,Rv2106	2365500.0	0	2365500.0
NC_000962.3	2366000	2367000	Rv2106	2366500.0	0	2366500.0
NC_000962.3	2367000	2368000	PE22,PPE36	2367500.0	0	2367500.0
NC_000962.3	2368000	2369000	PPE36,prcA	2368500.0	0	2368500.0
NC_000962.3	2369000	2370000	prcA,prcB	2369500.0	0	2369500.0
NC_000962.3	2370000	2371000	prcB,pup,dop	2370500.0	0	2370500.0
NC_000962.3	2371000	2372000	dop	2371500.0	0	2371500.0
NC_000962.3	2372000	2373000	dop,Rv2113	2372500.0	0	2372500.0
NC_000962.3	2373000	2374000	Rv2113,Rv2114	2373500.0	0	2373500.0
NC_000962.3	2374000	2375000	Rv2114,mpa	2374500.0	0	2374500.0
NC_000962.3	2375000	2376000	mpa	2375500.0	0	2375500.0
NC_000962.3	2376000	2377000	mpa,lppK	2376500.0	0	2376500.0
NC_000962.3	2377000	2378000	lppK,Rv2117,Rv2118c	2377500.0	0	2377500.0
NC_000962.3	2378000	2379000	Rv2118c,Rv2119	2378500.0	0	2378500.0
NC_000962.3	2379000	2380000	Rv2119,Rv2120c,hisG	2379500.0	0	2379500.0
NC_000962.3	2380000	2381000	hisG,hisE	2380500.0	0	2380500.0
NC_000962.3	2381000	2382000	PPE37	2381500.0	0	2381500.0
NC_000962.3	2382000	2383000	PPE37,metH	2382500.0	0	2382500.0
NC_000962.3	2383000	2384000	metH	2383500.0	0	2383500.0
NC_000962.3	2384000	2385000	metH	2384500.0	0	2384500.0
NC_000962.3	2385000	2386000	metH	2385500.0	0	2385500.0
NC_000962.3	2386000	2387000	metH,Rv2125	2386500.0	0	2386500.0
NC_000962.3	2387000	2388000	Rv2125,PE_PGRS37	2387500.0	0	2387500.0
NC_000962.3	2388000	2389000	ansP1	2388500.0	0	2388500.0
NC_000962.3	2389000	2390000	ansP1	2389500.0	0	2389500.0
NC_000962.3	2390000	2391000	ansP1,Rv2128,Rv2129c	2390500.0	0	2390500.0
NC_000962.3	2391000	2392000	Rv2129c,mshC	2391500.0	0	2391500.0
NC_000962.3	2392000	2393000	mshC,cysQ	2392500.0	0	2392500.0
NC_000962.3	2393000	2394000	cysQ,Rv2132,Rv2133c	2393500.0	0	2393500.0
NC_000962.3	2394000	2395000	Rv2133c,Rv2134c	2394500.0	0	2394500.0
NC_000962.3	2395000	2396000	Rv2134c,Rv2135c	2395500.0	0	2395500.0
NC_000962.3	2396000	2397000	Rv2135c,Rv2136c,Rv2137c	2396500.0	0	2396500.0
NC_000962.3	2397000	2398000	Rv2137c,lppL	2397500.0	0	2397500.0
NC_000962.3	2398000	2399000	lppL,pyrD	2398500.0	0	2398500.0
NC_000962.3	2399000	2400000	pyrD,TB18.6	2399500.0	0	2399500.0
NC_000962.3	2400000	2401000	TB18.6,Rv2141c	2400500.0	0	2400500.0
NC_000962.3	2401000	2402000	Rv2141c,leuU	2401500.0	0	2401500.0
NC_000962.3	2402000	2403000	leuU,parE2,parD2,Rv2143	2402500.0	0	2402500.0
NC_000962.3	2403000	2404000	Rv2143	2403500.0	0	2403500.0
NC_000962.3	2404000	2405000	Rv2143,Rv2144c,wag31	2404500.0	0	2404500.0
NC_000962.3	2405000	2406000	wag31,Rv2146c	2405500.0	0	2405500.0
NC_000962.3	2406000	2407000	Rv2147c,Rv2148c	2406500.0	0	2406500.0
NC_000962.3	2407000	2408000	Rv2148c,yfiH	2407500.0	0	2407500.0
NC_000962.3	2408000	2409000	yfiH,ftsZ	2408500.0	0	2408500.0
NC_000962.3	2409000	2410000	ftsZ,ftsQ	2409500.0	0	2409500.0
NC_000962.3	2410000	2411000	ftsQ,murC	2410500.0	0	2410500.0
NC_000962.3	2411000	2412000	murC	2411500.0	0	2411500.0
NC_000962.3	2412000	2413000	murC,murG	2412500.0	0	2412500.0
NC_000962.3	2413000	2414000	murG,ftsW	2413500.0	0	2413500.0
NC_000962.3	2414000	2415000	ftsW,murD	2414500.0	0	2414500.0
NC_000962.3	2415000	2416000	murD	2415500.0	0	2415500.0
NC_000962.3	2416000	2417000	murD,murX	2416500.0	0	2416500.0
NC_000962.3	2417000	2418000	murX,murF	2417500.0	0	2417500.0
NC_000962.3	2418000	2419000	murF	2418500.0	0	2418500.0
NC_000962.3	2419000	2420000	murF,murE	2419500.0	0	2419500.0
NC_000962.3	2420000	2421000	murE,Rv2159c	2420500.0	0	2420500.0
NC_000962.3	2421000	2422000	Rv2159c,Rv2160A,Rv2160c	2421500.0	0	2421500.0
NC_000962.3	2422000	2423000	Rv2160A,Rv2160c,Rv2161c	2422500.0	0	2422500.0
NC_000962.3	2423000	2424000	Rv2161c,PE_PGRS38	2423500.0	0	2423500.0
NC_000962.3	2424000	2425000	PE_PGRS38	2424500.0	0	2424500.0
NC_000962.3	2425000	2426000	pbpB	2425500.0	0	2425500.0
NC_000962.3	2426000	2427000	pbpB	2426500.0	0	2426500.0
NC_000962.3	2427000	2428000	pbpB,Rv2164c	2427500.0	0	2427500.0
NC_000962.3	2428000	2429000	Rv2164c,Rv2165c	2428500.0	0	2428500.0
NC_000962.3	2429000	2430000	Rv2165c,Rv2166c	2429500.0	0	2429500.0
NC_000962.3	2430000	2431000	Rv2167c	2430500.0	0	2430500.0
NC_000962.3	2431000	2432000	Rv2167c,Rv2168c,Rv2169c	2431500.0	0	2431500.0
NC_000962.3	2432000	2433000	Rv2170,lppM	2432500.0	0	2432500.0
NC_000962.3	2433000	2434000	lppM,Rv2172c	2433500.0	0	2433500.0
NC_000962.3	2434000	2435000	Rv2172c,idsA2	2434500.0	0	2434500.0
NC_000962.3	2435000	2436000	idsA2,mptA	2435500.0	0	2435500.0
NC_000962.3	2436000	2437000	mptA	2436500.0	0	2436500.0
NC_000962.3	2437000	2438000	mptA,Rv2175c,pknL	2437500.0	0	2437500.0
NC_000962.3	2438000	2439000	pknL	2438500.0	0	2438500.0
NC_000962.3	2439000	2440000	pknL,Rv2177c	2439500.0	2	2439500.0
NC_000962.3	2440000	2441000	aroG	2440500.0	0	2440500.0
NC_000962.3	2441000	2442000	aroG,Rv2179c	2441500.0	0	2441500.0
NC_000962.3	2442000	2443000	Rv2179c,Rv2180c	2442500.0	0	2442500.0
NC_000962.3	2443000	2444000	Rv2180c,Rv2181	2443500.0	0	2443500.0
NC_000962.3	2444000	2445000	Rv2181,Rv2182c	2444500.0	0	2444500.0
NC_000962.3	2445000	2446000	Rv2182c,Rv2183c,Rv2184c	2445500.0	0	2445500.0
NC_000962.3	2446000	2447000	Rv2184c	2446500.0	0	2446500.0
NC_000962.3	2447000	2448000	TB16.3,Rv2186c	2447500.0	0	2447500.0
NC_000962.3	2448000	2449000	fadD15	2448500.0	0	2448500.0
NC_000962.3	2449000	2450000	fadD15,pimB	2449500.0	0	2449500.0
NC_000962.3	2450000	2451000	pimB	2450500.0	0	2450500.0
NC_000962.3	2451000	2452000	pimB,Rv2189c	2451500.0	0	2451500.0
NC_000962.3	2452000	2453000	Rv2189c,Rv2190c	2452500.0	0	2452500.0
NC_000962.3	2453000	2454000	Rv2190c,Rv2191	2453500.0	0	2453500.0
NC_000962.3	2454000	2455000	Rv2191	2454500.0	0	2454500.0
NC_000962.3	2455000	2456000	Rv2191,trpD	2455500.0	0	2455500.0
NC_000962.3	2456000	2457000	trpD,ctaE	2456500.0	0	2456500.0
NC_000962.3	2457000	2458000	ctaE,qcrC	2457500.0	0	2457500.0
NC_000962.3	2458000	2459000	qcrC,qcrA	2458500.0	0	2458500.0
NC_000962.3	2459000	2460000	qcrA,qcrB	2459500.0	0	2459500.0
NC_000962.3	2460000	2461000	qcrB	2460500.0	0	2460500.0
NC_000962.3	2461000	2462000	qcrB,Rv2197c	2461500.0	0	2461500.0
NC_000962.3	2462000	2463000	Rv2197c,mmpS3	2462500.0	0	2462500.0
NC_000962.3	2463000	2464000	mmpS3,Rv2199c,ctaC	2463500.0	0	2463500.0
NC_000962.3	2464000	2465000	ctaC,asnB	2464500.0	0	2464500.0
NC_000962.3	2465000	2466000	asnB	2465500.0	0	2465500.0
NC_000962.3	2466000	2467000	asnB	2466500.0	0	2466500.0
NC_000962.3	2467000	2468000	adoK	2467500.0	0	2467500.0
NC_000962.3	2468000	2469000	adoK,Rv2203,Rv2204c	2468500.0	0	2468500.0
NC_000962.3	2469000	2470000	Rv2204c,Rv2205c	2469500.0	0	2469500.0
NC_000962.3	2470000	2471000	Rv2205c,Rv2206	2470500.0	0	2470500.0
NC_000962.3	2471000	2472000	Rv2206,cobT	2471500.0	0	2471500.0
NC_000962.3	2472000	2473000	cobT,cobS	2472500.0	0	2472500.0
NC_000962.3	2473000	2474000	cobS,Rv2209	2473500.0	0	2473500.0
NC_000962.3	2474000	2475000	Rv2209,ilvE	2474500.0	0	2474500.0
NC_000962.3	2475000	2476000	ilvE	2475500.0	0	2475500.0
NC_000962.3	2476000	2477000	gcvT	2476500.0	0	2476500.0
NC_000962.3	2477000	2478000	gcvT,Rv2212	2477500.0	0	2477500.0
NC_000962.3	2478000	2479000	Rv2212,pepB	2478500.0	0	2478500.0
NC_000962.3	2479000	2480000	pepB,ephD	2479500.0	0	2479500.0
NC_000962.3	2480000	2481000	ephD	2480500.0	0	2480500.0
NC_000962.3	2481000	2482000	ephD,dlaT	2481500.0	0	2481500.0
NC_000962.3	2482000	2483000	dlaT	2482500.0	0	2482500.0
NC_000962.3	2483000	2484000	dlaT,Rv2216	2483500.0	0	2483500.0
NC_000962.3	2484000	2485000	Rv2216,lipB	2484500.0	0	2484500.0
NC_000962.3	2485000	2486000	lipB,lipA	2485500.0	0	2485500.0
NC_000962.3	2486000	2487000	lipA,Rv2219,Rv2219A	2486500.0	0	2486500.0
NC_000962.3	2487000	2488000	Rv2219A,glnA1	2487500.0	0	2487500.0
NC_000962.3	2488000	2489000	glnA1	2488500.0	0	2488500.0
NC_000962.3	2489000	2490000	glnA1,glnE	2489500.0	0	2489500.0
NC_000962.3	2490000	2491000	glnE	2490500.0	0	2490500.0
NC_000962.3	2491000	2492000	glnE	2491500.0	0	2491500.0
NC_000962.3	2492000	2493000	glnE,glnA2	2492500.0	0	2492500.0
NC_000962.3	2493000	2494000	glnA2,Rv2223c	2493500.0	0	2493500.0
NC_000962.3	2494000	2495000	Rv2223c	2494500.0	0	2494500.0
NC_000962.3	2495000	2496000	Rv2223c,caeA	2495500.0	0	2495500.0
NC_000962.3	2496000	2497000	caeA	2496500.0	0	2496500.0
NC_000962.3	2497000	2498000	caeA,panB	2497500.0	0	2497500.0
NC_000962.3	2498000	2499000	panB,Rv2226	2498500.0	0	2498500.0
NC_000962.3	2499000	2500000	Rv2226	2499500.0	0	2499500.0
NC_000962.3	2500000	2501000	Rv2226,Rv2227	2500500.0	0	2500500.0
NC_000962.3	2501000	2502000	Rv2227,Rv2228c	2501500.0	0	2501500.0
NC_000962.3	2502000	2503000	Rv2228c,Rv2229c	2502500.0	0	2502500.0
NC_000962.3	2503000	2504000	Rv2229c,Rv2230c	2503500.0	0	2503500.0
NC_000962.3	2504000	2505000	Rv2230c,cobC	2504500.0	0	2504500.0
NC_000962.3	2505000	2506000	cobC,vapC16	2505500.0	0	2505500.0
NC_000962.3	2506000	2507000	vapC16,vapB16,ptkA	2506500.0	0	2506500.0
NC_000962.3	2507000	2508000	ptkA,ptpA,Rv2235	2507500.0	0	2507500.0
NC_000962.3	2508000	2509000	Rv2235,cobD	2508500.0	0	2508500.0
NC_000962.3	2509000	2510000	cobD,Rv2237	2509500.0	0	2509500.0
NC_000962.3	2510000	2511000	Rv2237,Rv2237A,valV,ahpE	2510500.0	0	2510500.0
NC_000962.3	2511000	2512000	ahpE,Rv2239c,Rv2240c	2511500.0	0	2511500.0
NC_000962.3	2512000	2513000	Rv2240c,aceE	2512500.0	0	2512500.0
NC_000962.3	2513000	2514000	aceE	2513500.0	0	2513500.0
NC_000962.3	2514000	2515000	aceE	2514500.0	0	2514500.0
NC_000962.3	2515000	2516000	aceE,Rv2242	2515500.0	0	2515500.0
NC_000962.3	2516000	2517000	Rv2242,fabD	2516500.0	0	2516500.0
NC_000962.3	2517000	2518000	fabD,acpM	2517500.0	0	2517500.0
NC_000962.3	2518000	2519000	acpM,kasA	2518500.0	0	2518500.0
NC_000962.3	2519000	2520000	kasA,kasB	2519500.0	0	2519500.0
NC_000962.3	2520000	2521000	kasB,accD6	2520500.0	0	2520500.0
NC_000962.3	2521000	2522000	accD6	2521500.0	0	2521500.0
NC_000962.3	2522000	2523000	accD6,Rv2248	2522500.0	0	2522500.0
NC_000962.3	2523000	2524000	Rv2248,glpD1	2523500.0	0	2523500.0
NC_000962.3	2524000	2525000	glpD1,Rv2250c	2524500.0	0	2524500.0
NC_000962.3	2525000	2526000	Rv2250c,Rv2250A,Rv2251	2525500.0	0	2525500.0
NC_000962.3	2526000	2527000	Rv2251,Rv2252	2526500.0	0	2526500.0
NC_000962.3	2527000	2528000	Rv2252,Rv2253	2527500.0	0	2527500.0
NC_000962.3	2528000	2529000	Rv2253,Rv2254c,Rv2255c	2528500.0	0	2528500.0
NC_000962.3	2529000	2530000	Rv2255c,Rv2256c	2529500.0	0	2529500.0
NC_000962.3	2530000	2531000	Rv2257c,Rv2258c	2530500.0	0	2530500.0
NC_000962.3	2531000	2532000	Rv2258c	2531500.0	0	2531500.0
NC_000962.3	2532000	2533000	mscR	2532500.0	0	2532500.0
NC_000962.3	2533000	2534000	mscR,Rv2260	2533500.0	0	2533500.0
NC_000962.3	2534000	2535000	Rv2261c,Rv2262c	2534500.0	0	2534500.0
NC_000962.3	2535000	2536000	Rv2262c,Rv2263	2535500.0	0	2535500.0
NC_000962.3	2536000	2537000	Rv2263,Rv2264c	2536500.0	0	2536500.0
NC_000962.3	2537000	2538000	Rv2264c	2537500.0	0	2537500.0
NC_000962.3	2538000	2539000	Rv2264c,Rv2265	2538500.0	0	2538500.0
NC_000962.3	2539000	2540000	Rv2265	2539500.0	0	2539500.0
NC_000962.3	2540000	2541000	cyp124	2540500.0	0	2540500.0
NC_000962.3	2541000	2542000	cyp124,Rv2267c	2541500.0	0	2541500.0
NC_000962.3	2542000	2543000	Rv2267c,cyp128	2542500.0	0	2542500.0
NC_000962.3	2543000	2544000	cyp128	2543500.0	0	2543500.0
NC_000962.3	2544000	2545000	cyp128,Rv2269c,lppN	2544500.0	0	2544500.0
NC_000962.3	2545000	2546000	lppN,Rv2271,Rv2272	2545500.0	0	2545500.0
NC_000962.3	2546000	2547000	Rv2272,Rv2273,mazF8,mazE8,Rv2275	2546500.0	0	2546500.0
NC_000962.3	2547000	2548000	mazE8,Rv2275,cyp121	2547500.0	0	2547500.0
NC_000962.3	2548000	2549000	cyp121	2548500.0	0	2548500.0
NC_000962.3	2549000	2550000	Rv2277c	2549500.0	0	2549500.0
NC_000962.3	2550000	2551000	Rv2277c,Rv2278,Rv2279	2550500.0	0	2550500.0
NC_000962.3	2551000	2552000	Rv2279,Rv2280	2551500.0	0	2551500.0
NC_000962.3	2552000	2553000	Rv2280	2552500.0	0	2552500.0
NC_000962.3	2553000	2554000	pitB	2553500.0	0	2553500.0
NC_000962.3	2554000	2555000	pitB,Rv2282c	2554500.0	0	2554500.0
NC_000962.3	2555000	2556000	Rv2282c,Rv2283	2555500.0	0	2555500.0
NC_000962.3	2556000	2557000	Rv2283,lipM	2556500.0	0	2556500.0
NC_000962.3	2557000	2558000	lipM,Rv2285	2557500.0	0	2557500.0
NC_000962.3	2558000	2559000	Rv2285,Rv2286c	2558500.0	0	2558500.0
NC_000962.3	2559000	2560000	Rv2286c,yjcE	2559500.0	0	2559500.0
NC_000962.3	2560000	2561000	yjcE	2560500.0	0	2560500.0
NC_000962.3	2561000	2562000	yjcE,Rv2288,cdh	2561500.0	0	2561500.0
NC_000962.3	2562000	2563000	cdh,lppO	2562500.0	0	2562500.0
NC_000962.3	2563000	2564000	lppO,sseB	2563500.0	0	2563500.0
NC_000962.3	2564000	2565000	sseB,Rv2292c,Rv2293c	2564500.0	0	2564500.0
NC_000962.3	2565000	2566000	Rv2293c,Rv2294	2565500.0	0	2565500.0
NC_000962.3	2566000	2567000	Rv2294,Rv2295	2566500.0	0	2566500.0
NC_000962.3	2567000	2568000	Rv2295,Rv2296	2567500.0	0	2567500.0
NC_000962.3	2568000	2569000	Rv2296,Rv2297	2568500.0	0	2568500.0
NC_000962.3	2569000	2570000	Rv2298	2569500.0	0	2569500.0
NC_000962.3	2570000	2571000	Rv2298,htpG	2570500.0	0	2570500.0
NC_000962.3	2571000	2572000	htpG	2571500.0	0	2571500.0
NC_000962.3	2572000	2573000	htpG,Rv2300c	2572500.0	0	2572500.0
NC_000962.3	2573000	2574000	Rv2300c,cut2,Rv2302	2573500.0	0	2573500.0
NC_000962.3	2574000	2575000	Rv2302,Rv2303c	2574500.0	0	2574500.0
NC_000962.3	2575000	2576000	Rv2303c,Rv2304c,Rv2305	2575500.0	0	2575500.0
NC_000962.3	2576000	2577000	Rv2305	2576500.0	0	2576500.0
NC_000962.3	2577000	2578000	Rv2305,Rv2306A,Rv2306B,Rv2307c	2577500.0	0	2577500.0
NC_000962.3	2578000	2579000	Rv2307c	2578500.0	0	2578500.0
NC_000962.3	2579000	2580000	Rv2307A,Rv2307B	2579500.0	0	2579500.0
NC_000962.3	2580000	2581000	Rv2307D,Rv2308	2580500.0	0	2580500.0
NC_000962.3	2581000	2582000	Rv2308,metV,Rv2309c	2581500.0	0	2581500.0
NC_000962.3	2582000	2583000	Rv2309c	2582500.0	0	2582500.0
NC_000962.3	2583000	2584000	Rv2309A,Rv2310,Rv2311	2583500.0	0	2583500.0
NC_000962.3	2584000	2585000	Rv2311,Rv2312	2584500.0	0	2584500.0
NC_000962.3	2585000	2586000	Rv2313c,Rv2314c	2585500.0	0	2585500.0
NC_000962.3	2586000	2587000	Rv2314c	2586500.0	0	2586500.0
NC_000962.3	2587000	2588000	Rv2314c,Rv2315c	2587500.0	0	2587500.0
NC_000962.3	2588000	2589000	Rv2315c,uspA	2588500.0	0	2588500.0
NC_000962.3	2589000	2590000	uspA,uspB	2589500.0	0	2589500.0
NC_000962.3	2590000	2591000	uspB,uspC	2590500.0	0	2590500.0
NC_000962.3	2591000	2592000	uspC,Rv2319c	2591500.0	0	2591500.0
NC_000962.3	2592000	2593000	Rv2319c,rocE	2592500.0	0	2592500.0
NC_000962.3	2593000	2594000	rocE	2593500.0	0	2593500.0
NC_000962.3	2594000	2595000	rocE,rocD2,rocD1	2594500.0	0	2594500.0
NC_000962.3	2595000	2596000	rocD1,Rv2323c	2595500.0	0	2595500.0
NC_000962.3	2596000	2597000	Rv2323c,Rv2324	2596500.0	0	2596500.0
NC_000962.3	2597000	2598000	Rv2325c,Rv2326c	2597500.0	0	2597500.0
NC_000962.3	2598000	2599000	Rv2326c	2598500.0	0	2598500.0
NC_000962.3	2599000	2600000	Rv2326c,Rv2327	2599500.0	0	2599500.0
NC_000962.3	2600000	2601000	Rv2327,PE23	2600500.0	0	2600500.0
NC_000962.3	2601000	2602000	PE23,narK1	2601500.0	0	2601500.0
NC_000962.3	2602000	2603000	narK1	2602500.0	0	2602500.0
NC_000962.3	2603000	2604000	narK1,lppP	2603500.0	0	2603500.0
NC_000962.3	2604000	2605000	lppP,Rv2331,Rv2331A	2604500.0	0	2604500.0
NC_000962.3	2605000	2606000	Rv2331A,mez	2605500.0	0	2605500.0
NC_000962.3	2606000	2607000	mez,stp	2606500.0	0	2606500.0
NC_000962.3	2607000	2608000	stp	2607500.0	0	2607500.0
NC_000962.3	2608000	2609000	stp,cysK1	2608500.0	0	2608500.0
NC_000962.3	2609000	2610000	cysK1,cysE	2609500.0	0	2609500.0
NC_000962.3	2610000	2611000	cysE,Rv2336	2610500.0	0	2610500.0
NC_000962.3	2611000	2612000	Rv2336,Rv2337c	2611500.0	0	2611500.0
NC_000962.3	2612000	2613000	Rv2337c	2612500.0	0	2612500.0
NC_000962.3	2613000	2614000	moeW	2613500.0	0	2613500.0
NC_000962.3	2614000	2615000	moeW,mmpL9	2614500.0	0	2614500.0
NC_000962.3	2615000	2616000	mmpL9	2615500.0	0	2615500.0
NC_000962.3	2616000	2617000	mmpL9	2616500.0	0	2616500.0
NC_000962.3	2617000	2618000	mmpL9,PE_PGRS39	2617500.0	0	2617500.0
NC_000962.3	2618000	2619000	PE_PGRS39	2618500.0	0	2618500.0
NC_000962.3	2619000	2620000	asnT,lppQ	2619500.0	0	2619500.0
NC_000962.3	2620000	2621000	lppQ,Rv2342,dnaG	2620500.0	0	2620500.0
NC_000962.3	2621000	2622000	dnaG	2621500.0	0	2621500.0
NC_000962.3	2622000	2623000	dnaG,dgt	2622500.0	0	2622500.0
NC_000962.3	2623000	2624000	dgt,Rv2345	2623500.0	0	2623500.0
NC_000962.3	2624000	2625000	Rv2345	2624500.0	0	2624500.0
NC_000962.3	2625000	2626000	Rv2345,esxO	2625500.0	0	2625500.0
NC_000962.3	2626000	2627000	esxO,esxP,Rv2348c	2626500.0	10	2626500.0
NC_000962.3	2627000	2628000	plcC	2627500.0	0	2627500.0
NC_000962.3	2628000	2629000	plcC,plcB	2628500.0	0	2628500.0
NC_000962.3	2629000	2630000	plcB	2629500.0	0	2629500.0
NC_000962.3	2630000	2631000	plcB,plcA	2630500.0	0	2630500.0
NC_000962.3	2631000	2632000	plcA	2631500.0	0	2631500.0
NC_000962.3	2632000	2633000	plcA,PPE38	2632500.0	0	2632500.0
NC_000962.3	2633000	2634000	PPE38	2633500.0	0	2633500.0
NC_000962.3	2634000	2635000	PPE38,PPE39	2634500.0	0	2634500.0
NC_000962.3	2635000	2636000	PPE39,Rv2354,Rv2355	2635500.0	0	2635500.0
NC_000962.3	2636000	2637000	Rv2355	2636500.0	0	2636500.0
NC_000962.3	2637000	2638000	PPE40	2637500.0	0	2637500.0
NC_000962.3	2638000	2639000	PPE40	2638500.0	0	2638500.0
NC_000962.3	2639000	2640000	PPE40,glyS	2639500.0	0	2639500.0
NC_000962.3	2640000	2641000	glyS	2640500.0	0	2640500.0
NC_000962.3	2641000	2642000	glyS,smtB,zur	2641500.0	0	2641500.0
NC_000962.3	2642000	2643000	zur,Rv2360c,Rv2361c	2642500.0	0	2642500.0
NC_000962.3	2643000	2644000	Rv2361c,recO	2643500.0	0	2643500.0
NC_000962.3	2644000	2645000	recO,amiA2	2644500.0	0	2644500.0
NC_000962.3	2645000	2646000	amiA2,era	2645500.0	0	2645500.0
NC_000962.3	2646000	2647000	era,Rv2365c	2646500.0	0	2646500.0
NC_000962.3	2647000	2648000	Rv2365c,Rv2366c	2647500.0	0	2647500.0
NC_000962.3	2648000	2649000	Rv2366c,Rv2367c,phoH1	2648500.0	0	2648500.0
