Chrom	Start	End	Strand	Feature	H37rv_GeneID	Symbol	Functional_Category	Gene_Cat_V2	N_Pos	N_Neg	Total	Positive_Proportion	Middle	Length	AnyPosEpitope	Antigen_LVL2	N_HmRegion	HasHmRegion	AntigenLVL2_And_HHR_Comb
NC_000962.3	2498831	2500373	+	CDS	Rv2226	Rv2226	conserved hypotheticals	conserved hypotheticals	0	8	8	0.0	2499602.0	1542	False	False	0	False	NonReactive-Unq
NC_000962.3	2500930	2501632	+	CDS	Rv2227	Rv2227	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2501281.0	702	False	False	0	False	NonReactive-Unq
NC_000962.3	2501643	2502738	-	CDS	Rv2228c	Rv2228c	information pathways	information pathways	0	5	5	0.0	2502190.5	1095	False	False	0	False	NonReactive-Unq
NC_000962.3	2502734	2503472	-	CDS	Rv2229c	Rv2229c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2503103.0	738	False	False	0	False	NonReactive-Unq
NC_000962.3	2503468	2504608	-	CDS	Rv2230c	Rv2230c	conserved hypotheticals	conserved hypotheticals	0	6	6	0.0	2504038.0	1140	False	False	0	False	NonReactive-Unq
NC_000962.3	2504604	2505699	-	CDS	Rv2231c	cobC	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	2505151.5	1095	False	False	0	False	NonReactive-Unq
NC_000962.3	2506277	2507153	+	CDS	Rv2232	ptkA	regulatory proteins	regulatory proteins	0	4	4	0.0	2506715.0	876	False	False	0	False	NonReactive-Unq
NC_000962.3	2507145	2507637	+	CDS	Rv2234	ptpA	regulatory proteins	regulatory proteins	0	2	2	0.0	2507391.0	492	False	False	0	False	NonReactive-Unq
NC_000962.3	2507636	2508452	+	CDS	Rv2235	Rv2235	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	2508044.0	816	False	False	0	False	NonReactive-Unq
NC_000962.3	2508433	2509375	-	CDS	Rv2236c	cobD	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	2508904.0	942	False	False	0	False	NonReactive-Unq
NC_000962.3	2509488	2510256	+	CDS	Rv2237	Rv2237	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2509872.0	768	False	False	0	False	NonReactive-Unq
NC_000962.3	2510714	2511176	-	CDS	Rv2238c	ahpE	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	2510945.0	462	False	False	0	False	NonReactive-Unq
NC_000962.3	2511175	2511652	-	CDS	Rv2239c	Rv2239c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2511413.5	477	False	False	0	False	NonReactive-Unq
NC_000962.3	2511689	2512280	-	CDS	Rv2240c	Rv2240c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2511984.5	591	False	False	0	False	NonReactive-Unq
NC_000962.3	2512538	2515244	+	CDS	Rv2241	aceE	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	2513891.0	2706	False	False	0	False	NonReactive-Unq
NC_000962.3	2515303	2516548	+	CDS	Rv2242	Rv2242	conserved hypotheticals	conserved hypotheticals	0	6	6	0.0	2515925.5	1245	False	False	0	False	NonReactive-Unq
NC_000962.3	2516786	2517695	+	CDS	Rv2243	fabD	lipid metabolism	lipid metabolism	0	5	5	0.0	2517240.5	909	False	False	0	False	NonReactive-Unq
NC_000962.3	2517770	2518118	+	CDS	Rv2244	acpM	lipid metabolism	lipid metabolism	0	2	2	0.0	2517944.0	348	False	False	0	False	NonReactive-Unq
NC_000962.3	2518114	2519365	+	CDS	Rv2245	kasA	lipid metabolism	lipid metabolism	0	6	6	0.0	2518739.5	1251	False	False	0	False	NonReactive-Unq
NC_000962.3	2519395	2520712	+	CDS	Rv2246	kasB	lipid metabolism	lipid metabolism	0	7	7	0.0	2520053.5	1317	False	False	0	False	NonReactive-Unq
NC_000962.3	2520742	2522164	+	CDS	Rv2247	accD6	lipid metabolism	lipid metabolism	0	7	7	0.0	2521453.0	1422	False	False	0	False	NonReactive-Unq
NC_000962.3	2522359	2523175	+	CDS	Rv2248	Rv2248	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2522767.0	816	False	False	0	False	NonReactive-Unq
NC_000962.3	2523240	2524791	-	CDS	Rv2249c	glpD1	intermediary metabolism and respiration	intermediary metabolism and respiration	0	8	8	0.0	2524015.5	1551	False	False	0	False	NonReactive-Unq
NC_000962.3	2524784	2525354	-	CDS	Rv2250c	Rv2250c	regulatory proteins	regulatory proteins	0	2	2	0.0	2525069.0	570	False	False	0	False	NonReactive-Unq
NC_000962.3	2525564	2526992	+	CDS	Rv2251	Rv2251	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	2526278.0	1428	False	False	0	False	NonReactive-Unq
NC_000962.3	2526988	2527918	+	CDS	Rv2252	Rv2252	lipid metabolism	lipid metabolism	0	5	5	0.0	2527453.0	930	False	False	0	False	NonReactive-Unq
NC_000962.3	2527983	2528487	+	CDS	Rv2253	Rv2253	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	2528235.0	504	False	False	0	False	NonReactive-Unq
NC_000962.3	2528519	2528975	-	CDS	Rv2254c	Rv2254c	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	2528747.0	456	False	False	0	False	NonReactive-Unq
NC_000962.3	2529340	2529874	-	CDS	Rv2256c	Rv2256c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2529607.0	534	False	False	0	False	NonReactive-Unq
NC_000962.3	2530003	2530822	-	CDS	Rv2257c	Rv2257c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2530412.5	819	False	False	0	False	NonReactive-Unq
NC_000962.3	2530835	2531897	-	CDS	Rv2258c	Rv2258c	regulatory proteins	regulatory proteins	0	5	5	0.0	2531366.0	1062	False	False	1	True	NonReactive-HHR
NC_000962.3	2532244	2533330	+	CDS	Rv2259	mscR	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	2532787.0	1086	False	False	0	False	NonReactive-Unq
NC_000962.3	2533329	2533965	+	CDS	Rv2260	Rv2260	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2533647.0	636	False	False	0	False	NonReactive-Unq
NC_000962.3	2535640	2536594	+	CDS	Rv2263	Rv2263	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	2536117.0	954	False	False	0	False	NonReactive-Unq
NC_000962.3	2536571	2538350	-	CDS	Rv2264c	Rv2264c	conserved hypotheticals	conserved hypotheticals	0	9	9	0.0	2537460.5	1779	False	False	0	False	NonReactive-Unq
NC_000962.3	2538699	2539929	+	CDS	Rv2265	Rv2265	cell wall and cell processes	cell wall and cell processes	0	6	6	0.0	2539314.0	1230	False	False	0	False	NonReactive-Unq
NC_000962.3	2540103	2541390	+	CDS	Rv2266	cyp124	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	2540746.5	1287	False	False	0	False	NonReactive-Unq
NC_000962.3	2541643	2542810	-	CDS	Rv2267c	Rv2267c	conserved hypotheticals	conserved hypotheticals	0	6	6	0.0	2542226.5	1167	False	False	0	False	NonReactive-Unq
NC_000962.3	2542806	2544276	-	CDS	Rv2268c	cyp128	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	2543541.0	1470	False	False	0	False	NonReactive-Unq
NC_000962.3	2544288	2544621	-	CDS	Rv2269c	Rv2269c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2544454.5	333	False	False	0	False	NonReactive-Unq
NC_000962.3	2544697	2545225	+	CDS	Rv2270	lppN	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	2544961.0	528	False	False	0	False	NonReactive-Unq
NC_000962.3	2545331	2545631	+	CDS	Rv2271	Rv2271	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2545481.0	300	False	False	0	False	NonReactive-Unq
NC_000962.3	2545736	2546105	+	CDS	Rv2272	Rv2272	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	2545920.5	369	False	False	0	False	NonReactive-Unq
NC_000962.3	2546101	2546431	+	CDS	Rv2273	Rv2273	cell wall and cell processes	cell wall and cell processes	0	2	2	0.0	2546266.0	330	False	False	0	False	NonReactive-Unq
NC_000962.3	2546487	2546805	-	CDS	Rv2274c	mazF8	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	2	2	0.0	2546646.0	318	False	False	0	False	NonReactive-Unq
NC_000962.3	2546882	2547752	+	CDS	Rv2275	Rv2275	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2547317.0	870	False	False	0	False	NonReactive-Unq
NC_000962.3	2547748	2548939	+	CDS	Rv2276	cyp121	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	2548343.5	1191	False	False	0	False	NonReactive-Unq
NC_000962.3	2549123	2550029	-	CDS	Rv2277c	Rv2277c	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	2549576.0	906	False	False	1	True	NonReactive-HHR
NC_000962.3	2553172	2554831	+	CDS	Rv2281	pitB	cell wall and cell processes	cell wall and cell processes	0	8	8	0.0	2554001.5	1659	False	False	0	False	NonReactive-Unq
NC_000962.3	2554937	2555876	-	CDS	Rv2282c	Rv2282c	regulatory proteins	regulatory proteins	0	5	5	0.0	2555406.5	939	False	False	0	False	NonReactive-Unq
NC_000962.3	2555940	2556135	+	CDS	Rv2283	Rv2283	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2556037.5	195	False	False	0	False	NonReactive-Unq
NC_000962.3	2556144	2557440	+	CDS	Rv2284	lipM	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	2556792.0	1296	False	False	0	False	NonReactive-Unq
NC_000962.3	2557472	2558810	+	CDS	Rv2285	Rv2285	lipid metabolism	lipid metabolism	0	7	7	0.0	2558141.0	1338	False	False	0	False	NonReactive-Unq
NC_000962.3	2558876	2559569	-	CDS	Rv2286c	Rv2286c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2559222.5	693	False	False	0	False	NonReactive-Unq
NC_000962.3	2559702	2561331	+	CDS	Rv2287	yjcE	cell wall and cell processes	cell wall and cell processes	0	8	8	0.0	2560516.5	1629	False	False	0	False	NonReactive-Unq
NC_000962.3	2561327	2561705	+	CDS	Rv2288	Rv2288	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2561516.0	378	False	False	0	False	NonReactive-Unq
NC_000962.3	2561674	2562457	+	CDS	Rv2289	cdh	lipid metabolism	lipid metabolism	0	4	4	0.0	2562065.5	783	False	False	0	False	NonReactive-Unq
NC_000962.3	2562598	2563114	+	CDS	Rv2290	lppO	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	2562856.0	516	False	False	0	False	NonReactive-Unq
NC_000962.3	2563173	2564028	+	CDS	Rv2291	sseB	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	2563600.5	855	False	False	0	False	NonReactive-Unq
NC_000962.3	2564028	2564253	-	CDS	Rv2292c	Rv2292c	unknown	unknown	0	3	3	0.0	2564140.5	225	False	False	0	False	NonReactive-Unq
NC_000962.3	2564291	2565032	-	CDS	Rv2293c	Rv2293c	conserved hypotheticals	conserved hypotheticals	0	1	1	0.0	2564661.5	741	False	False	0	False	NonReactive-Unq
NC_000962.3	2565326	2566550	+	CDS	Rv2294	Rv2294	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	2565938.0	1224	False	False	0	False	NonReactive-Unq
NC_000962.3	2566771	2567410	+	CDS	Rv2295	Rv2295	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2567090.5	639	False	False	0	False	NonReactive-Unq
NC_000962.3	2567503	2568406	+	CDS	Rv2296	Rv2296	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	2567954.5	903	False	False	0	False	NonReactive-Unq
NC_000962.3	2568437	2568890	+	CDS	Rv2297	Rv2297	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2568663.5	453	False	False	0	False	NonReactive-Unq
NC_000962.3	2569081	2570053	+	CDS	Rv2298	Rv2298	conserved hypotheticals	conserved hypotheticals	0	5	5	0.0	2569567.0	972	False	False	0	False	NonReactive-Unq
NC_000962.3	2570058	2572002	-	CDS	Rv2299c	htpG	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	10	10	0.0	2571030.0	1944	False	False	0	False	NonReactive-Unq
NC_000962.3	2572075	2573008	-	CDS	Rv2300c	Rv2300c	conserved hypotheticals	conserved hypotheticals	0	5	5	0.0	2572541.5	933	False	False	0	False	NonReactive-Unq
NC_000962.3	2573014	2573707	+	CDS	Rv2301	cut2	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	2573360.5	693	False	False	0	False	NonReactive-Unq
NC_000962.3	2573812	2574055	+	CDS	Rv2302	Rv2302	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2573933.5	243	False	False	0	False	NonReactive-Unq
NC_000962.3	2574095	2575019	-	CDS	Rv2303c	Rv2303c	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	5	5	0.0	2574557.0	924	False	False	0	False	NonReactive-Unq
NC_000962.3	2575015	2575225	-	CDS	Rv2304c	Rv2304c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2575120.0	210	False	False	0	False	NonReactive-Unq
NC_000962.3	2575808	2577098	+	CDS	Rv2305	Rv2305	conserved hypotheticals	conserved hypotheticals	0	6	6	0.0	2576453.0	1290	False	False	0	False	NonReactive-Unq
NC_000962.3	2577850	2578696	-	CDS	Rv2307c	Rv2307c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2578273.0	846	False	False	0	False	NonReactive-Unq
NC_000962.3	2579227	2579419	-	CDS	Rv2307A	Rv2307A	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2579323.0	192	False	False	0	False	NonReactive-Unq
NC_000962.3	2579503	2579935	-	CDS	Rv2307B	Rv2307B	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2579719.0	432	False	False	0	False	NonReactive-Unq
NC_000962.3	2580027	2580210	-	CDS	Rv2307D	Rv2307D	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2580118.5	183	False	False	0	False	NonReactive-Unq
NC_000962.3	2580418	2581135	+	CDS	Rv2308	Rv2308	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2580776.5	717	False	False	0	False	NonReactive-Unq
NC_000962.3	2583044	2583332	+	CDS	Rv2309A	Rv2309A	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2583188.0	288	False	False	0	False	NonReactive-Unq
NC_000962.3	2583434	2583779	+	CDS	Rv2310	Rv2310	insertion seqs and phages	insertion seqs and phages	0	2	2	0.0	2583606.5	345	False	False	0	False	NonReactive-Unq
NC_000962.3	2583883	2584408	+	CDS	Rv2311	Rv2311	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2584145.5	525	False	False	0	False	NonReactive-Unq
NC_000962.3	2584485	2584755	+	CDS	Rv2312	Rv2312	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2584620.0	270	False	False	0	False	NonReactive-Unq
NC_000962.3	2585051	2585906	-	CDS	Rv2313c	Rv2313c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2585478.5	855	False	False	0	False	NonReactive-Unq
NC_000962.3	2585916	2587290	-	CDS	Rv2314c	Rv2314c	conserved hypotheticals	conserved hypotheticals	0	7	7	0.0	2586603.0	1374	False	False	0	False	NonReactive-Unq
NC_000962.3	2587286	2588804	-	CDS	Rv2315c	Rv2315c	conserved hypotheticals	conserved hypotheticals	0	8	8	0.0	2588045.0	1518	False	False	0	False	NonReactive-Unq
NC_000962.3	2588837	2589710	+	CDS	Rv2316	uspA	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	2589273.5	873	False	False	0	False	NonReactive-Unq
NC_000962.3	2589696	2590521	+	CDS	Rv2317	uspB	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	2590108.5	825	False	False	0	False	NonReactive-Unq
NC_000962.3	2590517	2591840	+	CDS	Rv2318	uspC	cell wall and cell processes	cell wall and cell processes	0	7	7	0.0	2591178.5	1323	False	False	0	False	NonReactive-Unq
NC_000962.3	2591847	2592726	-	CDS	Rv2319c	Rv2319c	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	4	4	0.0	2592286.5	879	False	False	0	False	NonReactive-Unq
NC_000962.3	2592722	2594153	-	CDS	Rv2320c	rocE	cell wall and cell processes	cell wall and cell processes	0	7	7	0.0	2593437.5	1431	False	False	0	False	NonReactive-Unq
NC_000962.3	2595360	2596269	-	CDS	Rv2323c	Rv2323c	conserved hypotheticals	conserved hypotheticals	0	5	5	0.0	2595814.5	909	False	False	0	False	NonReactive-Unq
NC_000962.3	2596333	2596780	+	CDS	Rv2324	Rv2324	regulatory proteins	regulatory proteins	0	2	2	0.0	2596556.5	447	False	False	0	False	NonReactive-Unq
NC_000962.3	2597008	2597857	-	CDS	Rv2325c	Rv2325c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2597432.5	849	False	False	0	False	NonReactive-Unq
NC_000962.3	2597853	2599947	-	CDS	Rv2326c	Rv2326c	cell wall and cell processes	cell wall and cell processes	0	10	10	0.0	2598900.0	2094	False	False	0	False	NonReactive-Unq
NC_000962.3	2599987	2600479	+	CDS	Rv2327	Rv2327	conserved hypotheticals	conserved hypotheticals	0	1	1	0.0	2600233.0	492	False	False	0	False	NonReactive-Unq
NC_000962.3	2600730	2601879	+	CDS	Rv2328	PE23	PE/PPE	PE/PPE	0	6	6	0.0	2601304.5	1149	False	False	0	False	NonReactive-Unq
NC_000962.3	2601913	2603461	-	CDS	Rv2329c	narK1	cell wall and cell processes	cell wall and cell processes	0	8	8	0.0	2602687.0	1548	False	False	0	False	NonReactive-Unq
NC_000962.3	2603694	2604222	-	CDS	Rv2330c	lppP	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	2603958.0	528	False	False	0	False	NonReactive-Unq
NC_000962.3	2604296	2604683	+	CDS	Rv2331	Rv2331	conserved hypotheticals	conserved hypotheticals	0	1	1	0.0	2604489.5	387	False	False	0	False	NonReactive-Unq
NC_000962.3	2604739	2605078	+	CDS	Rv2331A	Rv2331A	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2604908.5	339	False	False	0	False	NonReactive-Unq
NC_000962.3	2605107	2606754	+	CDS	Rv2332	mez	intermediary metabolism and respiration	intermediary metabolism and respiration	0	8	8	0.0	2605930.5	1647	False	False	0	False	NonReactive-Unq
NC_000962.3	2606707	2608321	-	CDS	Rv2333c	stp	cell wall and cell processes	cell wall and cell processes	0	8	8	0.0	2607514.0	1614	False	False	0	False	NonReactive-Unq
NC_000962.3	2608795	2609728	+	CDS	Rv2334	cysK1	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	2609261.5	933	False	False	0	False	NonReactive-Unq
NC_000962.3	2609731	2610421	+	CDS	Rv2335	cysE	intermediary metabolism and respiration	intermediary metabolism and respiration	0	2	2	0.0	2610076.0	690	False	False	0	False	NonReactive-Unq
NC_000962.3	2610836	2611805	+	CDS	Rv2336	Rv2336	conserved hypotheticals	conserved hypotheticals	0	5	5	0.0	2611320.5	969	False	False	0	False	NonReactive-Unq
NC_000962.3	2611868	2612987	-	CDS	Rv2337c	Rv2337c	conserved hypotheticals	conserved hypotheticals	0	6	6	0.0	2612427.5	1119	False	False	0	False	NonReactive-Unq
NC_000962.3	2613106	2614063	-	CDS	Rv2338c	moeW	intermediary metabolism and respiration	intermediary metabolism and respiration	1	4	5	0.2	2613584.5	957	True	False	0	False	NonReactive-Unq
NC_000962.3	2614692	2617581	+	CDS	Rv2339	mmpL9	cell wall and cell processes	cell wall and cell processes	0	11	11	0.0	2616136.5	2889	False	False	0	False	NonReactive-Unq
NC_000962.3	2617666	2618908	-	CDS	Rv2340c	PE_PGRS39	PE/PPE	PE/PPE	0	5	5	0.0	2618287.0	1242	False	False	0	False	NonReactive-Unq
NC_000962.3	2619596	2620016	+	CDS	Rv2341	lppQ	cell wall and cell processes	cell wall and cell processes	0	3	3	0.0	2619806.0	420	False	False	0	False	NonReactive-Unq
NC_000962.3	2620271	2620529	+	CDS	Rv2342	Rv2342	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2620400.0	258	False	False	0	False	NonReactive-Unq
NC_000962.3	2620532	2622452	-	CDS	Rv2343c	dnaG	information pathways	information pathways	0	10	10	0.0	2621492.0	1920	False	False	0	False	NonReactive-Unq
NC_000962.3	2622456	2623752	-	CDS	Rv2344c	dgt	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	2623104.0	1296	False	False	0	False	NonReactive-Unq
NC_000962.3	2623820	2625803	+	CDS	Rv2345	Rv2345	cell wall and cell processes	cell wall and cell processes	0	11	11	0.0	2624811.5	1983	False	False	0	False	NonReactive-Unq
NC_000962.3	2625887	2626172	-	CDS	Rv2346c	esxO	cell wall and cell processes	esx	9	1	10	0.9	2626029.5	285	True	True	1	True	Antigen-HHR
NC_000962.3	2626222	2626519	-	CDS	Rv2347c	esxP	cell wall and cell processes	esx	10	6	16	0.625	2626370.5	297	True	True	1	True	Antigen-HHR
NC_000962.3	2626653	2626980	-	CDS	Rv2348c	Rv2348c	unknown	unknown	0	2	2	0.0	2626816.5	327	False	False	1	True	NonReactive-HHR
NC_000962.3	2627171	2628698	-	CDS	Rv2349c	plcC	intermediary metabolism and respiration	intermediary metabolism and respiration	0	8	8	0.0	2627934.5	1527	False	False	0	False	NonReactive-Unq
NC_000962.3	2628780	2630319	-	CDS	Rv2350c	plcB	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	2629549.5	1539	False	False	0	False	NonReactive-Unq
NC_000962.3	2630536	2632075	-	CDS	Rv2351c	plcA	intermediary metabolism and respiration	intermediary metabolism and respiration	0	10	10	0.0	2631305.5	1539	False	False	0	False	NonReactive-Unq
NC_000962.3	2632922	2634098	-	CDS	Rv2352c	PPE38	PE/PPE	PE/PPE	0	7	7	0.0	2633510.0	1176	False	False	0	False	NonReactive-Unq
NC_000962.3	2634527	2635592	-	CDS	Rv2353c	PPE39	PE/PPE	PE/PPE	0	5	5	0.0	2635059.5	1065	False	False	1	True	NonReactive-HHR
NC_000962.3	2639672	2641064	-	CDS	Rv2357c	glyS	information pathways	information pathways	0	7	7	0.0	2640368.0	1392	False	False	0	False	NonReactive-Unq
NC_000962.3	2641245	2641653	+	CDS	Rv2358	smtB	regulatory proteins	regulatory proteins	0	2	2	0.0	2641449.0	408	False	False	0	False	NonReactive-Unq
NC_000962.3	2641649	2642042	+	CDS	Rv2359	zur	regulatory proteins	regulatory proteins	0	2	2	0.0	2641845.5	393	False	False	0	False	NonReactive-Unq
NC_000962.3	2642149	2642578	-	CDS	Rv2360c	Rv2360c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2642363.5	429	False	False	0	False	NonReactive-Unq
NC_000962.3	2642577	2643468	-	CDS	Rv2361c	Rv2361c	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	2643022.5	891	False	False	0	False	NonReactive-Unq
NC_000962.3	2643460	2644258	-	CDS	Rv2362c	recO	information pathways	information pathways	0	4	4	0.0	2643859.0	798	False	False	0	False	NonReactive-Unq
NC_000962.3	2644319	2645774	+	CDS	Rv2363	amiA2	intermediary metabolism and respiration	intermediary metabolism and respiration	0	7	7	0.0	2645046.5	1455	False	False	0	False	NonReactive-Unq
NC_000962.3	2645770	2646673	-	CDS	Rv2364c	era	intermediary metabolism and respiration	intermediary metabolism and respiration	0	4	4	0.0	2646221.5	903	False	False	0	False	NonReactive-Unq
NC_000962.3	2646746	2647088	-	CDS	Rv2365c	Rv2365c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2646917.0	342	False	False	0	False	NonReactive-Unq
NC_000962.3	2647059	2648367	-	CDS	Rv2366c	Rv2366c	cell wall and cell processes	cell wall and cell processes	0	6	6	0.0	2647713.0	1308	False	False	0	False	NonReactive-Unq
NC_000962.3	2648363	2648912	-	CDS	Rv2367c	Rv2367c	conserved hypotheticals	conserved hypotheticals	0	3	3	0.0	2648637.5	549	False	False	0	False	NonReactive-Unq
NC_000962.3	2648915	2649974	-	CDS	Rv2368c	phoH1	intermediary metabolism and respiration	intermediary metabolism and respiration	0	5	5	0.0	2649444.5	1059	False	False	0	False	NonReactive-Unq
NC_000962.3	2649945	2650248	-	CDS	Rv2369c	Rv2369c	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2650096.5	303	False	False	0	False	NonReactive-Unq
NC_000962.3	2650244	2651558	-	CDS	Rv2370c	Rv2370c	conserved hypotheticals	conserved hypotheticals	0	7	7	0.0	2650901.0	1314	False	False	1	True	NonReactive-HHR
NC_000962.3	2652036	2652825	-	CDS	Rv2372c	Rv2372c	conserved hypotheticals	conserved hypotheticals	0	4	4	0.0	2652430.5	789	False	False	0	False	NonReactive-Unq
NC_000962.3	2652838	2653987	-	CDS	Rv2373c	dnaJ2	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	6	6	0.0	2653412.5	1149	False	False	0	False	NonReactive-Unq
NC_000962.3	2654061	2655093	-	CDS	Rv2374c	hrcA	virulence, detoxification, adaptation	virulence, detoxification, adaptation	0	5	5	0.0	2654577.0	1032	False	False	0	False	NonReactive-Unq
NC_000962.3	2655264	2655582	+	CDS	Rv2375	Rv2375	conserved hypotheticals	conserved hypotheticals	0	2	2	0.0	2655423.0	318	False	False	0	False	NonReactive-Unq
NC_000962.3	2655608	2656115	-	CDS	Rv2376c	cfp2	cell wall and cell processes	cell wall and cell processes	0	4	4	0.0	2655861.5	507	False	False	0	False	NonReactive-Unq
NC_000962.3	2656214	2656430	-	CDS	Rv2377c	mbtH	lipid metabolism	lipid metabolism	0	2	2	0.0	2656322.0	216	False	False	0	False	NonReactive-Unq
NC_000962.3	2656407	2657703	-	CDS	Rv2378c	mbtG	lipid metabolism	lipid metabolism	0	6	6	0.0	2657055.0	1296	False	False	0	False	NonReactive-Unq
NC_000962.3	2657699	2662085	-	CDS	Rv2379c	mbtF	lipid metabolism	lipid metabolism	0	10	10	0.0	2659892.0	4386	False	False	0	False	NonReactive-Unq
NC_000962.3	2662066	2667115	-	CDS	Rv2380c	mbtE	lipid metabolism	lipid metabolism	0	6	6	0.0	2664590.5	5049	False	False	0	False	NonReactive-Unq
NC_000962.3	2667254	2670269	-	CDS	Rv2381c	mbtD	lipid metabolism	lipid metabolism	0	10	10	0.0	2668761.5	3015	False	False	0	False	NonReactive-Unq
NC_000962.3	2670268	2671603	-	CDS	Rv2382c	mbtC	lipid metabolism	lipid metabolism	0	7	7	0.0	2670935.5	1335	False	False	0	False	NonReactive-Unq
NC_000962.3	2671592	2675837	-	CDS	Rv2383c	mbtB	lipid metabolism	lipid metabolism	0	10	10	0.0	2673714.5	4245	False	False	0	False	NonReactive-Unq
NC_000962.3	2675935	2677633	+	CDS	Rv2384	mbtA	lipid metabolism	lipid metabolism	0	8	8	0.0	2676784.0	1698	False	False	0	False	NonReactive-Unq
NC_000962.3	2677728	2678649	+	CDS	Rv2385	mbtJ	lipid metabolism	lipid metabolism	0	5	5	0.0	2678188.5	921	False	False	0	False	NonReactive-Unq
NC_000962.3	2678652	2680005	-	CDS	Rv2386c	mbtI	lipid metabolism	lipid metabolism	0	7	7	0.0	2679328.5	1353	False	False	0	False	NonReactive-Unq
NC_000962.3	2680764	2682018	+	CDS	Rv2387	Rv2387	conserved hypotheticals	conserved hypotheticals	0	6	6	0.0	2681391.0	1254	False	False	0	False	NonReactive-Unq
NC_000962.3	2682014	2683142	-	CDS	Rv2388c	hemN	intermediary metabolism and respiration	intermediary metabolism and respiration	0	6	6	0.0	2682578.0	1128	False	False	0	False	NonReactive-Unq
