EventID	start_0based	end_1based	Overlap_Genes	HomologTargetID	Hm_Overlap_Genes	Target_Start	Target_End	NumMatch_SNPs	Total_SNPs	P_SNPMatch	NumMatch_Kmers	Total_Kmers	P_KmerMatch	Dist_Event_To_Hm
Event_172	2030517	2030765	esxM,esxN	esxI,esxJ-H37Rv-1160538-1161165	esxI,esxJ	1160538	1161165	4	7	0.5714	8	45	0.1778	869789.5
Event_172	2030517	2030765	esxM,esxN	esxV,esxW-H37Rv-4059983-4060591	esxV,esxW	4059983	4060591	4	7	0.5714	8	45	0.1778	2029646.0
Event_173	2030603	2030848	esxM,esxN	esxK,esxL-H37Rv-1340643-1341288	esxK,esxL	1340643	1341288	6	6	1.0	34	42	0.8095	689760.0
Event_173	2030603	2030848	esxM,esxN	esxO,esxP-H37Rv-2625889-2626534	esxO,esxP	2625889	2626534	5	6	0.8333	31	42	0.7381	595486.0
Event_173	2030603	2030848	esxM,esxN	esxI,esxJ-H37Rv-1160538-1161165	esxI,esxJ	1160538	1161165	4	6	0.6667	13	42	0.3095	869874.0
Event_173	2030603	2030848	esxM,esxN	esxV,esxW-H37Rv-4059983-4060591	esxV,esxW	4059983	4060591	4	6	0.6667	13	42	0.3095	2029561.5
Event_174	2030755	2030765	esxN	esxO,esxP-H37Rv-2625889-2626534	esxO,esxP	2625889	2626534	4	4	1.0	20	20	1.0	595451.5
Event_174	2030755	2030765	esxN	esxK,esxL-H37Rv-1340643-1341288	esxK,esxL	1340643	1341288	4	4	1.0	15	20	0.75	689794.5
Event_174	2030755	2030765	esxN	esxI,esxJ-H37Rv-1160538-1161165	esxI,esxJ	1160538	1161165	3	4	0.75	5	20	0.25	869908.5
Event_174	2030755	2030765	esxN	esxV,esxW-H37Rv-4059983-4060591	esxV,esxW	4059983	4060591	3	4	0.75	5	20	0.25	2029527.0
Event_183	2196714	2196970	Rv1945	Rv1148c-H37Rv-1276292-1277797	Rv1148c	1276292	1277797	27	30	0.9	135	135	1.0	919797.5
Event_184	2196714	2196970	Rv1945	Rv1148c-H37Rv-1276292-1277797	Rv1148c	1276292	1277797	4	4	1.0	28	28	1.0	919797.5
Event_185	2196714	2197278	Rv1945	Rv1148c-H37Rv-1276292-1277797	Rv1148c	1276292	1277797	26	26	1.0	134	144	0.9306	919951.5
Event_186	2196714	2197332	Rv1945	Rv1148c-H37Rv-1276292-1277797	Rv1148c	1276292	1277797	13	13	1.0	62	62	1.0	919978.5
Event_187	2196767	2196970	Rv1945	Rv1148c-H37Rv-1276292-1277797	Rv1148c	1276292	1277797	26	29	0.8966	124	124	1.0	919824.0
Event_188	2196767	2197041	Rv1945	Rv1148c-H37Rv-1276292-1277797	Rv1148c	1276292	1277797	26	32	0.8125	124	157	0.7898	919859.5
Event_189	2196830	2196970	Rv1945	Rv1148c-H37Rv-1276292-1277797	Rv1148c	1276292	1277797	15	15	1.0	70	70	1.0	919855.5
Event_190	2197229	2197260	Rv1945	Rv1148c-H37Rv-1276292-1277797	Rv1148c	1276292	1277797	5	5	1.0	30	40	0.75	920200.0
Event_191	2197229	2197293	Rv1945	Rv1148c-H37Rv-1276292-1277797	Rv1148c	1276292	1277797	14	14	1.0	71	73	0.9726	920216.5
Event_192	2197229	2197293	Rv1945	Rv1148c-H37Rv-1276292-1277797	Rv1148c	1276292	1277797	14	14	1.0	71	73	0.9726	920216.5
Event_193	2197286	2197313	Rv1945	Rv1148c-H37Rv-1276292-1277797	Rv1148c	1276292	1277797	4	4	1.0	26	28	0.9286	920255.0
Event_194	2296424	2296457	pks12	pks12-H37Rv-2300912-2304311	pks12	2300912	2304311	9	9	1.0	24	38	0.6316	6171.0
Event_195	2296424	2296473	pks12	pks12-H37Rv-2300912-2304311	pks12	2300912	2304311	13	13	1.0	38	54	0.7037	6163.0
Event_196	2300402	2300452	pks12	pks12-H37Rv-2305265-2306889	pks12	2305265	2306889	6	11	0.5455	32	57	0.5614	5650.0
Event_196	2300402	2300452	pks12	pks7-H37Rv-1875420-1877034	pks7	1875420	1877034	2	11	0.1818	0	57	0.0	424200.0
Event_197	2300402	2300555	pks12	pks12-H37Rv-2305265-2306889	pks12	2305265	2306889	6	14	0.4286	50	77	0.6494	5598.5
Event_197	2300402	2300555	pks12	pks7-H37Rv-1875420-1877034	pks7	1875420	1877034	3	14	0.2143	1	77	0.013	424251.5
Event_198	2301781	2302132	pks12	pks12-H37Rv-2294816-2298269	pks12	2294816	2298269	2	4	0.5	22	44	0.5	5414.0
Event_199	2301781	2302132	pks12	pks12-H37Rv-2294816-2298269	pks12	2294816	2298269	2	5	0.4	22	55	0.4	5414.0
Event_200	2301781	2302132	pks12	pks12-H37Rv-2294816-2298269	pks12	2294816	2298269	2	4	0.5	22	44	0.5	5414.0
Event_206	2439203	2439460	Rv2177c	Rv2423,Rv2424c-H37Rv-2720634-2721442	Rv2423,Rv2424c	2720634	2721442	4	4	1.0	35	35	1.0	281706.5
Event_207	2439400	2439519	Rv2177c	Rv2423,Rv2424c-H37Rv-2720634-2721442	Rv2423,Rv2424c	2720634	2721442	4	4	1.0	35	35	1.0	281578.5
Event_208	2626003	2626204	esxO	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	5	9	0.5556	15	71	0.2113	595450.0
Event_208	2626003	2626204	esxO	PPE18,esxK,esxL-H37Rv-1340494-1341292	PPE18,esxK,esxL	1340494	1341292	4	9	0.4444	54	71	0.7606	1285210.5
Event_208	2626003	2626204	esxO	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	4	9	0.4444	11	71	0.1549	1465247.5
Event_208	2626003	2626204	esxO	esxV,esxW-H37Rv-4059985-4060582	esxV,esxW	4059985	4060582	4	9	0.4444	11	71	0.1549	1434180.0
Event_209	2626003	2626600	esxO,esxP	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	13	24	0.5417	43	173	0.2486	595648.0
Event_209	2626003	2626600	esxO,esxP	PPE18,esxK,esxL-H37Rv-1340494-1341292	PPE18,esxK,esxL	1340494	1341292	11	24	0.4583	102	173	0.5896	1285408.5
Event_209	2626003	2626600	esxO,esxP	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	9	24	0.375	21	173	0.1214	1465445.5
Event_209	2626003	2626600	esxO,esxP	esxV,esxW-H37Rv-4059985-4060582	esxV,esxW	4059985	4060582	8	24	0.3333	18	173	0.104	1433982.0
Event_210	2626104	2626348	esxO,esxP	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	5	7	0.7143	0	51	0.0	595572.5
Event_210	2626104	2626348	esxO,esxP	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	3	7	0.4286	3	51	0.0588	1465370.0
Event_210	2626104	2626348	esxO,esxP	esxV,esxW-H37Rv-4059985-4060582	esxV,esxW	4059985	4060582	3	7	0.4286	3	51	0.0588	1434057.5
Event_210	2626104	2626348	esxO,esxP	PPE18,esxK,esxL-H37Rv-1340494-1341292	PPE18,esxK,esxL	1340494	1341292	0	7	0.0	50	51	0.9804	1285333.0
Event_211	2626137	2626678	esxO,esxP,Rv2348c	PPE18,esxK,esxL-H37Rv-1340494-1341292	PPE18,esxK,esxL	1340494	1341292	8	14	0.5714	73	103	0.7087	1285514.5
Event_211	2626137	2626678	esxO,esxP,Rv2348c	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	8	14	0.5714	22	103	0.2136	595754.0
Event_211	2626137	2626678	esxO,esxP,Rv2348c	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	4	14	0.2857	0	103	0.0	1465551.5
Event_211	2626137	2626678	esxO,esxP,Rv2348c	esxV,esxW-H37Rv-4059985-4060582	esxV,esxW	4059985	4060582	4	14	0.2857	0	103	0.0	1433876.0
Event_212	2626148	2626600	esxO,esxP	PPE18,esxK,esxL-H37Rv-1340494-1341292	PPE18,esxK,esxL	1340494	1341292	5	5	1.0	34	39	0.8718	1285481.0
Event_212	2626148	2626600	esxO,esxP	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	4	5	0.8	18	39	0.4615	595720.5
Event_212	2626148	2626600	esxO,esxP	esxV,esxW-H37Rv-4059985-4060582	esxV,esxW	4059985	4060582	3	5	0.6	6	39	0.1538	1433909.5
Event_212	2626148	2626600	esxO,esxP	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	1	5	0.2	0	39	0.0	1465518.0
Event_213	2626510	2626521	esxP	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	4	4	1.0	14	21	0.6667	1465659.5
Event_213	2626510	2626521	esxP	PPE18,esxK,esxL-H37Rv-1340494-1341292	PPE18,esxK,esxL	1340494	1341292	2	4	0.5	0	21	0.0	1285622.5
Event_213	2626510	2626521	esxP	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	2	4	0.5	0	21	0.0	595862.0
Event_214	2626510	2626521	esxP	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	4	4	1.0	14	21	0.6667	1465659.5
Event_214	2626510	2626521	esxP	PPE18,esxK,esxL-H37Rv-1340494-1341292	PPE18,esxK,esxL	1340494	1341292	2	4	0.5	0	21	0.0	1285622.5
Event_214	2626510	2626521	esxP	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	2	4	0.5	0	21	0.0	595862.0
Event_215	2626510	2626600	esxP	PPE18,esxK,esxL-H37Rv-1340494-1341292	PPE18,esxK,esxL	1340494	1341292	3	4	0.75	14	25	0.56	1285662.0
Event_215	2626510	2626600	esxP	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	3	4	0.75	10	25	0.4	1465699.0
Event_215	2626510	2626600	esxP	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	2	4	0.5	3	25	0.12	595901.5
Event_216	2626512	2626678	esxP,Rv2348c	PPE18,esxK,esxL-H37Rv-1340494-1341292	PPE18,esxK,esxL	1340494	1341292	4	4	1.0	29	34	0.8529	1285702.0
Event_216	2626512	2626678	esxP,Rv2348c	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	2	4	0.5	12	34	0.3529	595941.5
Event_216	2626512	2626678	esxP,Rv2348c	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	2	4	0.5	0	34	0.0	1465739.0
Event_217	2626512	2626678	esxP,Rv2348c	PPE18,esxK,esxL-H37Rv-1340494-1341292	PPE18,esxK,esxL	1340494	1341292	4	4	1.0	29	34	0.8529	1285702.0
Event_217	2626512	2626678	esxP,Rv2348c	esxM,esxN-H37Rv-2030331-2030976	esxM,esxN	2030331	2030976	2	4	0.5	12	34	0.3529	595941.5
Event_217	2626512	2626678	esxP,Rv2348c	esxI,esxJ-H37Rv-1160545-1161167	esxI,esxJ	1160545	1161167	2	4	0.5	0	34	0.0	1465739.0
Event_218	2720894	2721013	Rv2424c	pknL,Rv2177c-H37Rv-2439139-2439948	pknL,Rv2177c	2439139	2439948	4	4	1.0	34	34	1.0	281410.0
Event_219	2866550	2866647	lppA	lppA,lppB-H37Rv-2867124-2867777	lppA,lppB	2867124	2867777	3	6	0.5	5	50	0.1	852.0
Event_220	2866606	2867756	lppA,lppB	lppA-H37Rv-2866468-2867121	lppA	2866468	2867121	6	10	0.6	0	28	0.0	386.5
Event_220	2866606	2867756	lppA,lppB	lppA,lppB-H37Rv-2867124-2867777	lppA,lppB	2867124	2867777	3	10	0.3	0	28	0.0	269.5
Event_221	2867206	2867263	lppB	lppA-H37Rv-2866468-2867121	lppA	2866468	2867121	6	9	0.6667	16	55	0.2909	440.0
Event_222	2867206	2867762	lppB	lppA-H37Rv-2866468-2867121	lppA	2866468	2867121	17	21	0.8095	16	72	0.2222	689.5
Event_224	2944738	2944857	PE_PGRS45	PE_PGRS18-H37Rv-1095712-1096692	PE_PGRS18	1095712	1096692	4	4	1.0	22	37	0.5946	1848595.5
Event_224	2944738	2944857	PE_PGRS45	PE_PGRS17-H37Rv-1093740-1094592	PE_PGRS17	1093740	1094592	0	4	0.0	15	37	0.4054	1850631.5
Event_226	3119925	3119939	_	nan-H37Rv-3121878-3122917	None	3121878	3122917	0	7	0.0	0	21	0.0	2465.5
Event_226	3119925	3119939	_	nan-H37Rv-3121937-3122533	None	3121937	3122533	0	7	0.0	0	21	0.0	2303.0
Event_226	3119925	3119939	_	nan-H37Rv-3121937-3123193	None	3121937	3123193	0	7	0.0	0	21	0.0	2633.0
Event_226	3119925	3119939	_	nan-H37Rv-3121937-3123338	None	3121937	3123338	0	7	0.0	0	21	0.0	2705.5
Event_226	3119925	3119939	_	nan-H37Rv-3122016-3122758	None	3122016	3122758	0	7	0.0	0	21	0.0	2455.0
Event_226	3119925	3119939	_	nan-H37Rv-3122084-3123410	None	3122084	3123410	0	7	0.0	0	21	0.0	2815.0
Event_226	3119925	3119939	_	nan-H37Rv-3122229-3123561	None	3122229	3123561	0	7	0.0	0	21	0.0	2963.0
Event_226	3119925	3119939	_	nan-H37Rv-3122374-3123576	None	3122374	3123576	0	7	0.0	0	21	0.0	3043.0
Event_226	3119925	3119939	_	nan-H37Rv-3122511-3123576	None	3122511	3123576	0	7	0.0	0	21	0.0	3111.5
Event_226	3119925	3119939	_	nan-H37Rv-3122660-3123576	None	3122660	3123576	0	7	0.0	0	21	0.0	3186.0
Event_227	3132955	3132975	Rv2825c	Rv2828c,Rv2828A-H37Rv-3135787-3136351	Rv2828c,Rv2828A	3135787	3136351	0	5	0.0	29	29	1.0	3104.0
Event_228	3133064	3133078	Rv2825c	Rv2828c,Rv2828A-H37Rv-3135787-3136351	Rv2828c,Rv2828A	3135787	3136351	6	6	1.0	24	24	1.0	2998.0
Event_229	3135851	3135974	Rv2828c	Rv2825c-H37Rv-3132891-3133455	Rv2825c	3132891	3133455	6	14	0.4286	34	75	0.4533	2739.5
Event_230	3135949	3135974	Rv2828c	Rv2825c-H37Rv-3132891-3133455	Rv2825c	3132891	3133455	6	8	0.75	23	34	0.6765	2788.5
Event_231	3135960	3135974	Rv2828c	Rv2825c-H37Rv-3132891-3133455	Rv2825c	3132891	3133455	6	6	1.0	24	24	1.0	2794.0
Event_232	3135960	3135974	Rv2828c	Rv2825c-H37Rv-3132891-3133455	Rv2825c	3132891	3133455	6	6	1.0	24	24	1.0	2794.0
Event_233	3135970	3135974	Rv2828c	Rv2825c-H37Rv-3132891-3133455	Rv2825c	3132891	3133455	4	4	1.0	12	14	0.8571	2799.0
Event_234	3135970	3136335	Rv2828c,Rv2828A	Rv2825c-H37Rv-3132891-3133455	Rv2825c	3132891	3133455	5	5	1.0	23	25	0.92	2979.5
Event_235	3194199	3194430	Rv2885c	thiL,Rv2978c,Rv2979c-H37Rv-3333757-3335814	thiL,Rv2978c,Rv2979c	3333757	3335814	26	26	1.0	110	131	0.8397	140471.0
Event_235	3194199	3194430	Rv2885c	Rv2791c,Rv2792c-H37Rv-3100174-3102233	Rv2791c,Rv2792c	3100174	3102233	16	26	0.6154	33	131	0.2519	93111.0
Event_235	3194199	3194430	Rv2885c	Rv0828c,Rv0829-H37Rv-921579-921893	Rv0828c,Rv0829	921579	921893	1	26	0.0385	0	131	0.0	2138953.5
Event_236	3247297	3247340	ppsA	ppsB-H37Rv-3251819-3253802	ppsB	3251819	3253802	4	5	0.8	20	42	0.4762	5492.0
Event_237	3247850	3248075	ppsA	ppsB-H37Rv-3251819-3253802	ppsB	3251819	3253802	0	13	0.0	55	55	1.0	4848.0
Event_238	3252892	3252905	ppsB	ppsA-H37Rv-3246396-3248376	ppsA	3246396	3248376	5	5	1.0	14	23	0.6087	5512.5
Event_240	3377270	3377326	PPE46	PPE47,PPE48,PE29-H37Rv-3379363-3381026	PPE47,PPE48,PE29	3379363	3381026	0	12	0.0	0	66	0.0	2896.5
Event_241	3377270	3377351	PPE46	PPE47,PPE48,PE29-H37Rv-3379363-3381026	PPE47,PPE48,PE29	3379363	3381026	0	7	0.0	0	46	0.0	2884.0
Event_242	3528168	3528177	PPE53	PPE40-H37Rv-2638257-2639531	PPE40	2638257	2639531	1	5	0.2	0	1	0.0	889278.5
Event_243	3730389	3730741	PPE54	PPE54-H37Rv-3735635-3736314	PPE54	3735635	3736314	4	6	0.6667	48	59	0.8136	5409.5
Event_243	3730389	3730741	PPE54	PPE54-H37Rv-3732078-3732792	PPE54	3732078	3732792	1	6	0.1667	22	59	0.3729	1870.0
Event_244	3730927	3730946	PPE54	PPE54-H37Rv-3732078-3732792	PPE54	3732078	3732792	8	8	1.0	20	20	1.0	1498.5
Event_244	3730927	3730946	PPE54	PPE54-H37Rv-3735635-3736314	PPE54	3735635	3736314	0	8	0.0	0	20	0.0	5038.0
Event_245	3735708	3735967	PPE54	PPE54-H37Rv-3730352-3731031	PPE54	3730352	3731031	3	5	0.6	37	48	0.7708	5146.0
Event_246	3735801	3736179	PPE54	PPE54-H37Rv-3730352-3731031	PPE54	3730352	3731031	3	6	0.5	39	61	0.6393	5298.5
Event_247	3735801	3736229	PPE54	PPE54-H37Rv-3730352-3731031	PPE54	3730352	3731031	2	13	0.1538	28	72	0.3889	5323.5
Event_248	3735801	3736276	PPE54	PPE54-H37Rv-3730352-3731031	PPE54	3730352	3731031	4	7	0.5714	45	72	0.625	5347.0
Event_249	3735848	3735967	PPE54	PPE54-H37Rv-3730352-3731031	PPE54	3730352	3731031	2	5	0.4	17	49	0.3469	5216.0
Event_250	3735864	3736179	PPE54	PPE54-H37Rv-3730352-3731031	PPE54	3730352	3731031	5	5	1.0	54	54	1.0	5330.0
Event_251	3735924	3736306	PPE54	PPE54-H37Rv-3730352-3731031	PPE54	3730352	3731031	12	13	0.9231	71	88	0.8068	5423.5
Event_252	3736210	3736229	PPE54	PPE54-H37Rv-3730352-3731031	PPE54	3730352	3731031	0	8	0.0	0	22	0.0	5528.0
Event_254	3746659	3746875	PPE55	PPE56-H37Rv-3755950-3767096	PPE56	3755950	3767096	11	11	1.0	51	51	1.0	14756.0
Event_254	3746659	3746875	PPE55	PPE56-H37Rv-3756942-3758031	PPE56	3756942	3758031	11	11	1.0	51	51	1.0	10719.5
Event_254	3746659	3746875	PPE55	PPE55-H37Rv-3748321-3749015	PPE55	3748321	3749015	4	11	0.3636	20	51	0.3922	1901.0
Event_254	3746659	3746875	PPE55	PPE56-H37Rv-3762283-3765089	PPE56	3762283	3765089	4	11	0.3636	13	51	0.2549	16919.0
Event_254	3746659	3746875	PPE55	PPE55-H37Rv-3750133-3752472	PPE55	3750133	3752472	3	11	0.2727	9	51	0.1765	4535.5
Event_254	3746659	3746875	PPE55	PPE56-H37Rv-3762293-3763361	PPE56	3762293	3763361	2	11	0.1818	3	51	0.0588	16060.0
Event_254	3746659	3746875	PPE55	PPE55-H37Rv-3744703-3745805	PPE55	3744703	3745805	0	11	0.0	12	51	0.2353	1513.0
Event_255	3746725	3746933	PPE55	PPE55-H37Rv-3748321-3749015	PPE55	3748321	3749015	10	10	1.0	82	84	0.9762	1839.0
Event_255	3746725	3746933	PPE55	PPE56-H37Rv-3755950-3767096	PPE56	3755950	3767096	7	10	0.7	38	84	0.4524	14694.0
Event_255	3746725	3746933	PPE55	PPE56-H37Rv-3762283-3765089	PPE56	3762283	3765089	7	10	0.7	12	84	0.1429	16857.0
Event_255	3746725	3746933	PPE55	PPE56-H37Rv-3756942-3758031	PPE56	3756942	3758031	6	10	0.6	22	84	0.2619	10657.5
Event_255	3746725	3746933	PPE55	PPE55-H37Rv-3744703-3745805	PPE55	3744703	3745805	6	10	0.6	16	84	0.1905	1575.0
Event_255	3746725	3746933	PPE55	PPE56-H37Rv-3762293-3763361	PPE56	3762293	3763361	6	10	0.6	11	84	0.131	15998.0
Event_255	3746725	3746933	PPE55	PPE55-H37Rv-3750133-3752472	PPE55	3750133	3752472	2	10	0.2	14	84	0.1667	4473.5
Event_256	3750176	3750421	PPE55	PPE56-H37Rv-3755950-3767096	PPE56	3755950	3767096	8	12	0.6667	44	58	0.7586	11224.5
Event_256	3750176	3750421	PPE55	PPE56-H37Rv-3756941-3758009	PPE56	3756941	3758009	5	12	0.4167	16	58	0.2759	7176.5
Event_256	3750176	3750421	PPE55	PPE55-H37Rv-3744703-3745798	PPE55	3744703	3745798	4	12	0.3333	9	58	0.1552	5048.0
Event_256	3750176	3750421	PPE55	PPE56-H37Rv-3758693-3759769	PPE56	3758693	3759769	2	12	0.1667	32	58	0.5517	8932.5
Event_256	3750176	3750421	PPE55	PPE55-H37Rv-3746506-3748890	PPE55	3746506	3748890	0	12	0.0	55	58	0.9483	2600.5
Event_257	3750559	3750701	PPE55	PPE55-H37Rv-3744703-3745798	PPE55	3744703	3745798	16	16	1.0	92	97	0.9485	5379.5
Event_257	3750559	3750701	PPE55	PPE56-H37Rv-3755950-3767096	PPE56	3755950	3767096	9	16	0.5625	29	97	0.299	10893.0
Event_257	3750559	3750701	PPE55	PPE56-H37Rv-3756941-3758009	PPE56	3756941	3758009	8	16	0.5	15	97	0.1546	6845.0
Event_257	3750559	3750701	PPE55	PPE55-H37Rv-3746506-3748890	PPE55	3746506	3748890	7	16	0.4375	37	97	0.3814	2932.0
Event_257	3750559	3750701	PPE55	PPE56-H37Rv-3758693-3759769	PPE56	3758693	3759769	7	16	0.4375	15	97	0.1546	8601.0
Event_258	3750804	3750860	PPE55	PPE56-H37Rv-3755950-3767096	PPE56	3755950	3767096	3	4	0.75	10	29	0.3448	10691.0
Event_258	3750804	3750860	PPE55	PPE55-H37Rv-3744703-3745798	PPE55	3744703	3745798	2	4	0.5	0	29	0.0	5581.5
Event_258	3750804	3750860	PPE55	PPE56-H37Rv-3758693-3759769	PPE56	3758693	3759769	2	4	0.5	0	29	0.0	8399.0
Event_258	3750804	3750860	PPE55	PPE55-H37Rv-3746506-3748890	PPE55	3746506	3748890	1	4	0.25	12	29	0.4138	3134.0
Event_258	3750804	3750860	PPE55	PPE56-H37Rv-3756941-3758009	PPE56	3756941	3758009	1	4	0.25	1	29	0.0345	6643.0
Event_259	3750804	3750860	PPE55	PPE56-H37Rv-3755950-3767096	PPE56	3755950	3767096	3	4	0.75	10	29	0.3448	10691.0
Event_259	3750804	3750860	PPE55	PPE55-H37Rv-3744703-3745798	PPE55	3744703	3745798	2	4	0.5	0	29	0.0	5581.5
Event_259	3750804	3750860	PPE55	PPE56-H37Rv-3758693-3759769	PPE56	3758693	3759769	2	4	0.5	0	29	0.0	8399.0
Event_259	3750804	3750860	PPE55	PPE55-H37Rv-3746506-3748890	PPE55	3746506	3748890	1	4	0.25	12	29	0.4138	3134.0
Event_259	3750804	3750860	PPE55	PPE56-H37Rv-3756941-3758009	PPE56	3756941	3758009	1	4	0.25	1	29	0.0345	6643.0
Event_260	3752002	3752012	PPE55	PPE56-H37Rv-3755950-3767096	PPE56	3755950	3767096	5	5	1.0	19	19	1.0	9516.0
Event_260	3752002	3752012	PPE55	PPE55-H37Rv-3746506-3748890	PPE55	3746506	3748890	1	5	0.2	0	19	0.0	4309.0
Event_261	3752653	3752842	PPE55	PPE56-H37Rv-3755950-3767096	PPE56	3755950	3767096	10	14	0.7143	63	66	0.9545	8775.5
Event_262	3757487	3757768	PPE56	PPE55-H37Rv-3743709-3753178	PPE55	3743709	3753178	7	10	0.7	19	69	0.2754	9184.0
Event_262	3757487	3757768	PPE56	PPE55-H37Rv-3750136-3751204	PPE55	3750136	3751204	7	10	0.7	17	69	0.2464	6957.5
Event_262	3757487	3757768	PPE56	PPE56-H37Rv-3762296-3765109	PPE56	3762296	3765109	4	10	0.4	2	69	0.029	6075.0
Event_262	3757487	3757768	PPE56	PPE55-H37Rv-3746510-3747596	PPE55	3746510	3747596	2	10	0.2	3	69	0.0435	10574.5
Event_262	3757487	3757768	PPE56	PPE56-H37Rv-3760475-3761168	PPE56	3760475	3761168	2	10	0.2	0	69	0.0	3194.0
Event_263	3758758	3758787	PPE56	PPE55-H37Rv-3743709-3753178	PPE55	3743709	3753178	5	5	1.0	38	38	1.0	10329.0
Event_263	3758758	3758787	PPE56	PPE55-H37Rv-3748268-3748972	PPE55	3748268	3748972	2	5	0.4	1	38	0.0263	10152.5
Event_263	3758758	3758787	PPE56	PPE56-H37Rv-3762296-3765109	PPE56	3762296	3765109	1	5	0.2	13	38	0.3421	4930.0
Event_264	3766598	3766860	PPE56	PPE55-H37Rv-3743709-3753178	PPE55	3743709	3753178	1	5	0.2	19	35	0.5429	18285.5
Event_264	3766598	3766860	PPE56	PPE53-H37Rv-3528674-3529180	PPE53	3528674	3529180	0	5	0.0	1	35	0.0286	237802.0
Event_265	3766851	3766860	PPE56	PPE55-H37Rv-3743709-3753178	PPE55	3743709	3753178	1	4	0.25	19	19	1.0	18412.0
Event_265	3766851	3766860	PPE56	PPE53-H37Rv-3528674-3529180	PPE53	3528674	3529180	0	4	0.0	1	19	0.0526	237928.5
Event_266	3766851	3766860	PPE56	PPE55-H37Rv-3743709-3753178	PPE55	3743709	3753178	1	4	0.25	19	19	1.0	18412.0
Event_266	3766851	3766860	PPE56	PPE53-H37Rv-3528674-3529180	PPE53	3528674	3529180	0	4	0.0	1	19	0.0526	237928.5
Event_267	3841651	3841663	_	PPE59,Rv3430c-H37Rv-3846460-3847720	PPE59,Rv3430c	3846460	3847720	1	4	0.25	0	22	0.0	5433.0
Event_268	3841651	3841663	_	PPE59,Rv3430c-H37Rv-3846460-3847720	PPE59,Rv3430c	3846460	3847720	1	4	0.25	0	22	0.0	5433.0
Event_269	3841661	3841816	Rv3424c	PPE59,Rv3430c-H37Rv-3846460-3847720	PPE59,Rv3430c	3846460	3847720	6	6	1.0	56	63	0.8889	5351.5
Event_270	3847214	3847238	PPE59	Rv3424c,PPE57-H37Rv-3841532-3842788	Rv3424c,PPE57	3841532	3842788	5	5	1.0	25	31	0.8065	5066.0
Event_271	3847214	3847247	PPE59	Rv3424c,PPE57-H37Rv-3841532-3842788	Rv3424c,PPE57	3841532	3842788	7	7	1.0	40	40	1.0	5070.5
Event_272	3847561	3847581	PPE59	Rv3424c,PPE57-H37Rv-3841532-3842788	Rv3424c,PPE57	3841532	3842788	5	5	1.0	26	26	1.0	5411.0
Event_273	3883580	3883626	Rv3466	Rv0094c,Rv0095c-H37Rv-103705-105090	Rv0094c,Rv0095c	103705	105090	4	4	1.0	32	33	0.9697	632326.5
Event_273	3883580	3883626	Rv3466	Rv1587c,Rv1588c-H37Rv-1788513-1789825	Rv1587c,Rv1588c	1788513	1789825	1	4	0.25	7	33	0.2121	2094434.0
Event_274	3883594	3883711	Rv3466	Rv0094c,Rv0095c-H37Rv-103705-105090	Rv0094c,Rv0095c	103705	105090	6	7	0.8571	20	55	0.3636	632277.0
Event_274	3883594	3883711	Rv3466	Rv1587c,Rv1588c-H37Rv-1788513-1789825	Rv1587c,Rv1588c	1788513	1789825	1	7	0.1429	0	55	0.0	2094483.5
Event_275	3883604	3884155	Rv3466,Rv3467	Rv0094c,Rv0095c-H37Rv-103705-105090	Rv0094c,Rv0095c	103705	105090	26	30	0.8667	111	168	0.6607	632050.0
Event_275	3883604	3884155	Rv3466,Rv3467	Rv1587c,Rv1588c-H37Rv-1788513-1789825	Rv1587c,Rv1588c	1788513	1789825	0	30	0.0	0	168	0.0	2094710.5
Event_276	3883625	3883690	Rv3466	Rv0094c,Rv0095c-H37Rv-103705-105090	Rv0094c,Rv0095c	103705	105090	4	4	1.0	12	29	0.4138	632272.0
Event_276	3883625	3883690	Rv3466	Rv1587c,Rv1588c-H37Rv-1788513-1789825	Rv1587c,Rv1588c	1788513	1789825	1	4	0.25	11	29	0.3793	2094488.5
